title,pubDate,guid,link,description,Predicted_Category
Kate Nash says her OnlyFans will earn more than her tour,2024-11-22 17:57,https://www.bbc.com/news/articles/cwygdzn4dw4o#3,https://www.bbc.com/news/articles/cwygdzn4dw4o,"The singer is selling photos of her bottom on the platform because ""touring makes losses not profits"".",Lifestyle
John the cat gets stuck in drainpipe,2024-11-23 14:35,https://www.bbc.com/news/articles/cvg7x8l5pv2o#3,https://www.bbc.com/news/articles/cvg7x8l5pv2o,John the female cat became wedged inside a garage and had to be rescued by firefighters.,Health
The Assisted Dying Debate: Ex-PM Gordon Brown Intervenes,2024-11-23 16:50,https://www.bbc.co.uk/sounds/play/p0k6jbq3#5,https://www.bbc.co.uk/sounds/play/p0k6jbq3,"And, could French missiles also now be fired into Russian territory?",Technology
'In eight years we never lived like this' - what is wrong at Man City?,2024-11-23 22:58,https://www.bbc.com/sport/football/articles/ckgl4y44kd2o#7,https://www.bbc.com/sport/football/articles/ckgl4y44kd2o,"After Man City's 4-0 humbling to Tottenham made it five defeats in a row, BBC Sport looks at what is going wrong for the Premier League champions.",Sports
Wales coach Gatland to learn fate in coming days,2024-11-23 21:59,https://www.bbc.com/sport/rugby-union/articles/cr5m9zvdzr9o#7,https://www.bbc.com/sport/rugby-union/articles/cr5m9zvdzr9o,"Warren Gatland's future as Wales head coach will be part of a review into the 
Autumn Nations Series by the Welsh Rugby Union. ",Sports
Why 'extra special' Nwaneri has to remain patient,2024-11-23 20:21,https://www.bbc.com/sport/football/articles/c14l1pzdezvo#7,https://www.bbc.com/sport/football/articles/c14l1pzdezvo,"Ethan Nwaneri is the second-youngest player to score a Premier League goal for Arsenal, behind only Cesc Fabregas - but Mikel Arteta explains why he must stay patient.",Sports
"'Time for Scotland to deliver result, not moments'",2024-11-23 16:00,https://www.bbc.com/sport/rugby-union/articles/cyv7ljlg1pzo#7,https://www.bbc.com/sport/rugby-union/articles/cyv7ljlg1pzo,"Scotland have long been capable of flashes of brilliance, but now they need a winning performance when Australia visit, writes Tom English.",Sports
Kane scores hat-trick to break Bundesliga record,2024-11-23 21:30,https://www.bbc.com/sport/football/videos/clyjx1018jro#7,https://www.bbc.com/sport/football/videos/clyjx1018jro,Watch highlights as Harry Kane scores a hat-trick for Bayern Munich during their 3-0 win over Augsburg to become the fastest player to reach 50 goals in the Bundesliga.,Sports
Murray to coach Djokovic at Australian Open,2024-11-23 16:22,https://www.bbc.com/sport/tennis/articles/ckgzvlxyvxgo#7,https://www.bbc.com/sport/tennis/articles/ckgzvlxyvxgo,Andy Murray will coach his long-time former rival Novak Djokovic at the Australian Open in 2025.,Sports
Murder arrest after man shot dead in Birmingham,2024-11-23 12:53,https://www.bbc.com/news/articles/cy87menepe9o#8,https://www.bbc.com/news/articles/cy87menepe9o,Police say a man in his 20s was found in a car and pronounced dead at the scene.,World
Homes flooded and travel disrupted by Storm Bert,2024-11-23 17:25,https://www.bbc.com/news/articles/c624xe3vx61o#8,https://www.bbc.com/news/articles/c624xe3vx61o,"Heavy wind and rain brings flooding to Dundonald and Coalisland, as well as widespread travel disruption.",Lifestyle
Flood fears as Storm Bert heads into second day,2024-11-23 18:56,https://www.bbc.com/news/articles/ce9g72k5xpdo#8,https://www.bbc.com/news/articles/ce9g72k5xpdo,Scotland is bracing for a second day of disruption with high winds and localised flooding forecast.,Lifestyle
Storm Bert brings landslide and 82mph gusts,2024-11-23 17:27,https://www.bbc.com/news/articles/c3wqy0pd5lvo#8,https://www.bbc.com/news/articles/c3wqy0pd5lvo,"Ten people were rescued after a landslide near Llangollen, Denbighshire, on Saturday afternoon.",Health
"Storm Bert floods 'absolutely devastating', says Welsh FM",2024-11-24 20:49,https://www.bbc.com/news/articles/cn7mnnmg038o#0,https://www.bbc.com/news/articles/cn7mnnmg038o,Eluned Morgan says there will be discussions about the support given to those impacted.,Lifestyle
'Don't drink the spirits': Laos backpackers avoid shots after suspected poisonings,2024-11-24 20:58,https://www.bbc.com/news/articles/c624kd71dj3o#0,https://www.bbc.com/news/articles/c624kd71dj3o,The deaths of six tourists sent shock waves through the backpacker scene in Vang Vieng.,Lifestyle
British man captured while fighting with Ukraine,2024-11-24 22:56,https://www.bbc.com/news/articles/c8rl6jp78dyo#0,https://www.bbc.com/news/articles/c8rl6jp78dyo,"A video posted online shows a man in military clothing identify himself as James Scott Rhys Anderson, 22.",World
"Young people who refuse to work to lose benefits, says minister",2024-11-24 12:25,https://www.bbc.com/news/articles/cp35r0v7q95o#0,https://www.bbc.com/news/articles/cp35r0v7q95o,"Liz Kendall says young people will have a responsibility to take up new opportunities for ""earning or learning"".",Lifestyle
"In stifled sobs and fierce accusations, family falls apart at mass rape trial",2024-11-24 00:32,https://www.bbc.com/news/articles/cje0g8x5pggo#0,https://www.bbc.com/news/articles/cje0g8x5pggo,"Gisèle Pelicot, 71, is the woman at the centre of this trial, but no-one has emerged unscathed in her family.",World
Expelled the same day: Ireland hardens illegal immigration response,2024-11-24 22:02,https://www.bbc.com/news/articles/cx24x47qp8no#0,https://www.bbc.com/news/articles/cx24x47qp8no,Ireland is clamping down on migrants crossing the border from the UK - the BBC sees the policy in action.,Politics
Adele doesn't know when she'll perform again after tearful Vegas goodbye,2024-11-24 14:38,https://www.bbc.com/news/articles/c0rgd0q2xjro#0,https://www.bbc.com/news/articles/c0rgd0q2xjro,"The British star has said she is ready for a ""big break"" from music following her US residency.",World
Huge deal struck but is it enough? 5 takeaways from a dramatic COP29,2024-11-24 14:13,https://www.bbc.com/news/articles/cp35rrvv2dpo#0,https://www.bbc.com/news/articles/cp35rrvv2dpo,Fraught debate revealed the divide between rich and poor as the UN conference sealed a climate finance deal.,Finance
Irish prime minister apologises for walking away from care worker,2024-11-24 13:53,https://www.bbc.com/news/articles/crr9vvnd4x1o#0,https://www.bbc.com/news/articles/crr9vvnd4x1o,"The Fine Gael leader says ""the buck stops with me"" after tetchy filmed encounter ahead of the election.",Politics
Wicked opening set to be biggest for Broadway film,2024-11-24 21:39,https://www.bbc.com/news/articles/c4gprpzdylno#0,https://www.bbc.com/news/articles/c4gprpzdylno,Wicked is also expected to have the top-grossing opening weekend in UK and Ireland of 2024.,Entertainment
'I can't say what my face will do in two hours',2024-11-24 09:02,https://www.bbc.com/news/articles/cr4l7n5nzrno#0,https://www.bbc.com/news/articles/cr4l7n5nzrno,"Amy Green, who has Bell's palsy, says seeing Tulisa on TV helps raise awareness of the condition.",Health
"Feel free to sing in the cinema, says The Rock",2024-11-24 17:55,https://www.bbc.com/news/articles/c62l15qz521o#0,https://www.bbc.com/news/articles/c62l15qz521o,Dwayne Johnson weighed in on the debate around cinema etiquette at the UK premiere of Moana 2,Entertainment
'Refused service yet again with my guide dog - I'm done speaking out',2024-11-24 00:04,https://www.bbc.com/news/articles/c87x2p535wqo#1,https://www.bbc.com/news/articles/c87x2p535wqo,Sean Dilley is inundated with abuse on social media whenever he posts about  discrimination issues.,World
Your pictures on the theme of 'autumn walks' ,2024-11-24 02:41,https://www.bbc.com/news/articles/ce9gpjlvr5do#1,https://www.bbc.com/news/articles/ce9gpjlvr5do,Photographs on the theme of 'autumn walks' sent in by our readers.,World
'We knew Christmas before you' - the Band Aid fallout ,2024-11-24 01:34,https://www.bbc.com/news/articles/c9dl22gz3vlo#1,https://www.bbc.com/news/articles/c9dl22gz3vlo,"Forty years on, the Band Aid song continues to generate debate about the way it presents Africa.",Entertainment
"Martin Lewis meets deepfake scam victim who lost £76,000",2024-11-24 00:59,https://www.bbc.com/news/articles/clyvj754d9lo#1,https://www.bbc.com/news/articles/clyvj754d9lo,"Des Healey lost £76,000 in a scam using a deepfake of Martin Lewis and Elon Musk.",World
Burning old TVs to survive: The toxic trade in electrical waste,2024-11-24 10:42,https://www.bbc.com/news/articles/c4gvq1rd0geo#1,https://www.bbc.com/news/articles/c4gvq1rd0geo,People around the world are extracting valuable materials from e-waste despite huge health risks.,World
Perfume boss captured on video admitting he ignored Russia sanctions,2024-11-24 11:45,https://www.bbc.com/news/articles/c39n4wdzdy4o#1,https://www.bbc.com/news/articles/c39n4wdzdy4o,"David Crisp told undercover agent he had ignored ""government edicts"" to sell £1.7m of his luxury Boadicea the Victorious product.",Lifestyle
India's 'rebel' Muslim princess who shot tigers and drove a Rolls-Royce,2024-11-24 01:27,https://www.bbc.com/news/articles/cn017r4zw3wo#1,https://www.bbc.com/news/articles/cn017r4zw3wo,Abida Sultaan defied stereotypes around women in general and Muslim women in particular.,World
Lauren Laverne given 'all clear' following cancer diagnosis,2024-11-24 15:45,https://www.bbc.com/news/articles/c629vp438q6o#3,https://www.bbc.com/news/articles/c629vp438q6o,"The BBC presenter, who revealed her diagnosis in August, said she would be returning to work on Tuesday.",Health
"Huge COP29 climate deal too little too late, poorer nations say",2024-11-24 15:56,https://www.bbc.com/news/articles/cd0gx4przejo#3,https://www.bbc.com/news/articles/cd0gx4przejo,"Richer countries have promised £238bn a year, but campaigners say it is far from enough. ",Politics
Dozens killed in Pakistan sectarian violence,2024-11-24 17:03,https://www.bbc.com/news/articles/cx27kz9kk1do#3,https://www.bbc.com/news/articles/cx27kz9kk1do,More than 80 die in a tribal area of Pakistan riven by tensions between Shia and Sunni communities.,World
South Korean man dodged draft by binge eating,2024-11-24 10:54,https://www.bbc.com/news/articles/clyve5l9j3go#3,https://www.bbc.com/news/articles/clyve5l9j3go,"The 26-year-old man began deliberately gaining weight before a physical examination, a judge ruled.",Health
"Assisted dying bill about right to choose, says minister",2024-11-24 14:46,https://www.bbc.com/news/articles/cn7mn42zev4o#3,https://www.bbc.com/news/articles/cn7mn42zev4o,Labour’s cabinet remains divided on how to vote on Friday’s bill to legalise assisted dying.,Politics
"Rabbi who went missing in UAE was murdered, Israel says",2024-11-24 17:51,https://www.bbc.com/news/articles/cwy4j5j7503o#3,https://www.bbc.com/news/articles/cwy4j5j7503o,"The Israeli-Moldovan national went missing on Thursday, sparking a joint Mossad and Emirates investigation.",World
Verstappen wins title as Russell triumphs in Vegas,2024-11-24 12:02,https://www.bbc.com/sport/formula1/articles/ckgde4q1pe5o#3,https://www.bbc.com/sport/formula1/articles/ckgde4q1pe5o,Red Bull’s Max Verstappen wins his fourth consecutive World Drivers’ Championship as George Russell takes race victory in the Las Vegas Grand Prix.,World
"Will Labour’s Plan For Work, Work?",2024-11-24 13:27,https://www.bbc.co.uk/sounds/play/p0k6mrp8#5,https://www.bbc.co.uk/sounds/play/p0k6mrp8,"And, COP29 climate talks end with criticised deal.",World
'Now give Mo his dough' - Liverpool can't let Salah leave Anfield,2024-11-24 18:13,https://www.bbc.com/sport/football/articles/cvg4y5dvljeo#7,https://www.bbc.com/sport/football/articles/cvg4y5dvljeo,How can Liverpool allow superstar Salah to leave as his incredible numbers inspire title challenge?,Sports
'We will suffer for a long period' - why there is no quick fix at Man Utd,2024-11-24 21:32,https://www.bbc.com/sport/football/articles/c5y5j5wnygko#7,https://www.bbc.com/sport/football/articles/c5y5j5wnygko,Manchester United manager Ruben Amorim expects his side to suffer for a long time after seeing them start his management era with draw at Ipswich.,Sports
England are in a very good place - George,2024-11-24 21:37,https://www.bbc.com/sport/rugby-union/articles/cvgkylxwnq6o#7,https://www.bbc.com/sport/rugby-union/articles/cvgkylxwnq6o,"England captain Jamie George says his side are ""in a very good place"" after ending their autumn campaign by thrashing Japan.",Sports
Why Verstappen's 'almost flawless' season is 'towering achievement',2024-11-24 13:31,https://www.bbc.com/sport/formula1/articles/cj4vknj92jpo#7,https://www.bbc.com/sport/formula1/articles/cj4vknj92jpo,"Max Verstappen is recognised as one of the all-time greats of F1 and demonstrated why by maximising his results during 2024, writes Andrew Benson. ",Sports
Humphries beats Littler to win Players Championship,2024-11-24 22:52,https://www.bbc.com/sport/darts/articles/cvgx0jpj04jo#7,https://www.bbc.com/sport/darts/articles/cvgx0jpj04jo,World number one Luke Humphries defended his Players Championship title with an 11-7 win over teenager Luke Littler in Minehead.,World
Why Leicester acted quickly to end Cooper reign,2024-11-24 19:58,https://www.bbc.com/sport/football/articles/c9wr4jy85lko#7,https://www.bbc.com/sport/football/articles/c9wr4jy85lko,"Leicester City wanted Steve Cooper to succeed - but felt they could not afford to fail, writes BBC Sport's Nick Mashiter. 

",Sports
Scotland 'found a way to win' against Australia,2024-11-24 19:40,https://www.bbc.com/sport/rugby-union/articles/cg57964yyd4o#7,https://www.bbc.com/sport/rugby-union/articles/cg57964yyd4o,"Scotland head coach Gregor Townsend is left frustrated by aspects of his side's performance in their 27-13 Autumn Nations Series win over Australia, but praises the way his players ""found a way to win"".",Sports
Storm Bert causes widespread rail disruption,2024-11-24 19:27,https://www.bbc.com/news/articles/ckgdewxwj8xo#8,https://www.bbc.com/news/articles/ckgdewxwj8xo,"GWR advises customers not to travel, while many roads are closed and businesses shut.",World
Clean up begins after Storm Bert floods,2024-11-24 19:00,https://www.bbc.com/news/articles/c6249nkgj4jo#8,https://www.bbc.com/news/articles/c6249nkgj4jo,"Up to 18 properties in Park Avenue, Dundonald were flooded after Storm Bert brought heavy rain on Saturday.",Lifestyle
Queensferry Crossing ice closure a 'safety first' decision,2024-11-24 16:39,https://www.bbc.com/news/articles/cvg7x01xx70o#8,https://www.bbc.com/news/articles/cvg7x01xx70o,The bridge linking Edinburgh and Fife was closed for more than 15 hours due to a risk of falling ice.,Health
Anger as Storm Bert leaves trail of destruction,2024-11-24 22:47,https://www.bbc.com/news/articles/cgj7qvj097po#8,https://www.bbc.com/news/articles/cgj7qvj097po,"In Pontypridd in Rhondda Cynon Taf, residents said lessons were not learned from Storm Dennis.",Lifestyle
